filename,class
318.jpg,Forward
47.jpg,Centerstack
264.jpg,Rearview_mirror
93.jpg,Left_wing_mirror
411.jpg,Centerstack
376.jpg,Centerstack
323.jpg,Centerstack
454.jpg,Right_wing_mirror
70.jpg,Left_wing_mirror
213.jpg,Forward
127.jpg,Left_wing_mirror
324.jpg,Centerstack
352.jpg,Right_wing_mirror
77.jpg,Left_wing_mirror
455.jpg,Rearview_mirror
253.jpg,Left_wing_mirror
407.jpg,Forward
405.jpg,Left_wing_mirror
486.jpg,Right_wing_mirror
228.jpg,Left_wing_mirror
422.jpg,Centerstack
210.jpg,Forward
446.jpg,Centerstack
6.jpg,Forward
354.jpg,Centerstack
316.jpg,Centerstack
299.jpg,Centerstack
384.jpg,Right_wing_mirror
416.jpg,Centerstack
493.jpg,Centerstack
385.jpg,Centerstack
104.jpg,Rearview_mirror
335.jpg,Centerstack
69.jpg,Left_wing_mirror
341.jpg,Centerstack
150.jpg,Forward
460.jpg,Right_wing_mirror
118.jpg,Forward
498.jpg,Centerstack
83.jpg,Left_wing_mirror
414.jpg,Right_wing_mirror
75.jpg,Left_wing_mirror
111.jpg,Rearview_mirror
445.jpg,Rearview_mirror
342.jpg,Rearview_mirror
271.jpg,Forward
165.jpg,Rearview_mirror
50.jpg,Centerstack
281.jpg,Rearview_mirror
161.jpg,Forward
465.jpg,Right_wing_mirror
236.jpg,Left_wing_mirror
113.jpg,Left_wing_mirror
109.jpg,Left_wing_mirror
488.jpg,Centerstack
477.jpg,Forward
76.jpg,Rearview_mirror
9.jpg,Forward
27.jpg,Forward
162.jpg,Forward
73.jpg,Forward
182.jpg,Centerstack
39.jpg,Left_wing_mirror
358.jpg,Right_wing_mirror
195.jpg,Forward
119.jpg,Right_wing_mirror
134.jpg,Centerstack
469.jpg,Right_wing_mirror
107.jpg,Forward
3.jpg,Centerstack
485.jpg,Forward
63.jpg,Left_wing_mirror
167.jpg,Forward
380.jpg,Rearview_mirror
504.jpg,Forward
270.jpg,Forward
141.jpg,Centerstack
426.jpg,Rearview_mirror
259.jpg,Right_wing_mirror
484.jpg,Left_wing_mirror
399.jpg,Rearview_mirror
382.jpg,Centerstack
487.jpg,Left_wing_mirror
254.jpg,Centerstack
386.jpg,Left_wing_mirror
466.jpg,Rearview_mirror
481.jpg,Left_wing_mirror
64.jpg,Left_wing_mirror
61.jpg,Right_wing_mirror
463.jpg,Rearview_mirror
180.jpg,Centerstack
131.jpg,Centerstack
451.jpg,Left_wing_mirror
506.jpg,Rearview_mirror
459.jpg,Rearview_mirror
178.jpg,Forward
350.jpg,Right_wing_mirror
472.jpg,Forward
145.jpg,Right_wing_mirror
14.jpg,Rearview_mirror
199.jpg,Left_wing_mirror
320.jpg,Forward
501.jpg,Centerstack
288.jpg,Forward
19.jpg,Centerstack
413.jpg,Right_wing_mirror
188.jpg,Rearview_mirror
279.jpg,Rearview_mirror
81.jpg,Forward
237.jpg,Right_wing_mirror
